"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.01900369283636,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",2.75791388000028,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.90167385002244,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.19419034611841,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",9.14602360753997,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",10.0134319063345,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",10.0616751026498,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",9.58070114243787,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.77700966422888,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.8388794458487,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",4.47654342001636,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.92552099327911,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.50470536827558,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.08104286087736,
"GBR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.74383316410577,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.64885864993283,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.51220267706282,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-1.38527019012473,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",-1.32125650906433,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-1.30098485413794,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.552370494595787,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.88358727501375,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.41175952917147,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",9.1234107450455,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",12.4630420215717,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",20.4670544494219,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",24.1317516108895,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",23.1575087388112,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",20.4268278627667,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",12.129959774027,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",7.17170599999996,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",5.09070199999988,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.54525049999997,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.03265024999994,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.52258762499997,
"EST","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.01505006250001,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.14905110426226,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.95331532204851,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-0.68856623203135,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",-0.346694375651489,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.569309731383519,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.104131954071213,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.32323905175617,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.63690537694946,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",7.12262676836697,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",9.24092301902175,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",16.3749338686629,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",21.5633633898053,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",20.4210253024636,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",19.0562010255011,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",12.3423933662711,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",6.94027529983991,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",5.73928587996874,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",5.53103519384376,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",5.19822814484376,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",4.834938753125,
"LVA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",4.47254637225001,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.04709972896142,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.4450262582681,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.643338701805923,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.886318263573726,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.293294761952415,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.731743835950056,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.1430513933399,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.21592291319755,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",9.41139520619402,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",13.9253880032596,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",18.5421883551662,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",21.4883622315018,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",21.0970866792382,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",17.8874021400955,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",13.8470632308985,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",9.69959812211444,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",6.97662969519884,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",5.36001589205537,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",4.18193121641089,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.43732003289704,
"LTU","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.18777100151752,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.60440441130642,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.64269952762199,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-1.15369691187369,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",-0.631597727571524,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.937009521438922,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.622165301421934,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.07521209505162,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",2.23692009989624,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.53153754020819,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.33307036537509,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",8.977722683621,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",11.2635741407218,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",10.2881201290156,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",10.1002587870141,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",8.24196983342036,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.90807959488434,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",5.95886267329519,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",4.79769744941505,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",4.34994010537526,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",4.24994004792234,
"SVN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",4.14993999035896,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.02285388958958,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.06524270280637,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.196321015529788,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.0134199272101603,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.243144780370277,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.990835299668106,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.78807174422619,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",2.81358477488014,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.62251911621208,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.12673304828274,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",8.04221095900603,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",9.35181881242678,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",9.568803030367,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",8.68578463306967,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",7.5150966689939,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",6.11524230077654,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",4.90270825429892,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",4.0187069675592,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.47387353927523,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.13100141859124,
"EA17","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.85252339273803,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.84210526315792,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.27870289219979,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-0.261096605744132,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.693240901213123,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.947459086993984,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.942587832048,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.57766143106463,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.01204819277118,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.58361774744021,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.17826825127334,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",6.23420387531587,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.26817042606517,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",7.21863029795777,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",6.05677589289933,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",5.09218904933253,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.93216145211249,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.13926226124061,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.77824934090113,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.52349400254146,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.37078071982868,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.26902085160663,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.06211180124217,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.70707570509654,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.147239263803693,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.366658518699545,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.705939629990285,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.43517392361948,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.33251654006365,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.06721870433514,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.73773265651443,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.77937649880105,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.44605169551814,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.29817216162895,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",6.7897005050385,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",5.89108032766404,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.92394194102967,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.41204964221133,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.09069478458572,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.70924524397905,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.43188899901843,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.25886615631546,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.14706044608918,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",3.11273817457791,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",3.54997062324982,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",3.11279138461844,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.27896354583918,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.71328628371966,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.15355301562413,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.8710050368008,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.11708705858956,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.17942966107072,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",11.2202206535971,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",15.7522066775432,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",17.5949230535724,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",15.9933019800713,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",13.521520575823,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",10.2064411116006,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",7.91343989999999,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",8.1805523750001,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",5.86989979999996,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",4.41962719999997,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.49373887999977,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.82933463039982,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",0.693278477744675,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",0.605894804992646,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.0896687975608171,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.531918091420531,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.455276287245996,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.705915667627882,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.63077665704322,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",1.91502920006474,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.15511420028275,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",4.82688729779451,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.4361213553363,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",9.22302110590145,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",9.71458260081956,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",8.53223750806258,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.01744018315692,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",4.46834262600001,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.26748703010559,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.03209037978914,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.08329917222444,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.67504848243331,
"DNK","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.54389493677987,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",3.48702709700909,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.26608735864819,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.580168098813,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.57800560707402,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.90229773047893,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",3.15870371122099,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",5.21424617582697,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.93403705331435,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",7.10501062309703,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",8.25274913341281,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",10.6285801716969,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",16.393542723855,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",18.4727731173039,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",18.0861524456355,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",15.6506890204621,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",10.6484279772551,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",7.36719883235096,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",6.36832563251687,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",5.49586968400555,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",4.74850832900632,
"HUN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",4.37417771509789,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.49236361846282,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.09792043850002,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.49532651619408,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.22402451823891,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",3.5606725790957,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",4.2420787644463,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",4.41060365511864,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.27391259430502,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.84200128314134,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.19336727087978,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.87740698836605,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",9.6513855766963,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",9.58615640871831,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",8.09181891741874,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.21995624916257,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",4.21455869815921,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.46668507271819,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.14654955768185,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.93241019664566,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.82959238028679,
"ISL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.72742667310577,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",0.567802271209177,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",0.634814567323739,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.166777851901305,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.0333444481494167,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.830288940551388,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.498007968127492,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",-0.76590076590084,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",-0.23333333333335,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",0.502344273275287,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",0.867534200867557,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",2.44966442953023,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",2.83995990644836,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",3.18120626457852,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",2.76319950380414,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",2.10954409837859,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",1.63467500513749,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",1.39220659558243,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",1.47811078258099,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",1.5893473763636,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",1.74119991354797,
"JPN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",1.88312665715003,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",0.275923452523847,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",0.990337157057274,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-0.0185840893258449,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.747980485954148,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.432772857573758,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.44675444355432,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.45052585449828,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",2.55597960442482,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.53531140334921,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",3.80562509892316,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",5.40318302889257,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",5.87873912680999,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",5.74230143600572,
