"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",5.2920816244562,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.89776093167286,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.39220864699989,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.08495096899994,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.778302627,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.47241482156248,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.16728604293747,
"KOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",1.9135173245,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.9502943085939,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",3.46936372422276,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.72146542438962,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.86232749356798,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",3.52966777390213,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",4.03417272607725,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",5.91172889281633,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.77260900654778,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",7.00364336638946,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",7.28987661399209,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.75024566214023,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",8.51107989137849,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",8.51141359437646,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",7.94635212795472,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.36270158735664,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",4.78112417562499,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.90537240031253,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.44357074519998,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.3410498624,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.21808579711995,
"MEX","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.095268045056,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.82684732369951,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.54270924813552,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",1.47445922405661,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.42667439109651,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.42416806107783,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.52478516654073,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.35289400316935,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.92826422814019,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",5.94376916008502,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",6.92759241804921,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.30795025359044,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.23006184988311,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",7.55400585149722,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",6.73661252461425,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",5.82621243349534,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",4.80687406156458,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.64810294859616,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.36461481211507,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.21299816229612,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.08504591305388,
"NZL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.98277926988212,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.55203895313448,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.23904502870961,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",1.17505272672489,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.50466445982541,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.28858255918485,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.98507462686568,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.79928528886242,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.49836940409138,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.6449704142013,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",3.79710144927537,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",5.88064889918891,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",6.6743053566313,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",6.49268942733157,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",6.15929473970784,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",4.89821133280492,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.78362170552583,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.40974634232006,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.25492220739757,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.17498800992271,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.15499866712493,
"NOR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.15999806126409,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.83025256334168,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.54650058289908,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",3.08699346130262,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.01393404550944,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.87605462832234,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.80687763052515,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",4.23343147194366,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.3222914329157,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",7.82074426915497,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",9.66725717723102,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",13.8706000731928,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",16.4437670661808,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",16.4724235554367,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",14.8904240131855,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",11.1012399316696,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",8.12908917175002,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",9.38884555044999,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",8.47637726077506,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",7.67601048314997,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",7.09168087519994,
"POL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.54593904200003,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.71400277259667,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.00771621241685,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.114957779341272,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.562771281665717,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.308935398539751,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.5461162456701,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.81051156603193,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",1.97704906446421,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.31175908146204,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",4.64778285328607,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.44734796824647,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",9.71948644964617,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",11.1707158084437,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",10.5430854894119,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",8.27862609879141,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.90989414880005,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.54261760320006,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.52349735120001,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.40179104477604,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.20159203980108,
"SWE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.1014925373134,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",-0.0591290186484133,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",-0.139069721544701,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-1.20734371862041,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",-0.878471649124931,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.677072415916834,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.44471948609269,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",0.506476694657239,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",0.830073129305532,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",1.44180691770012,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",2.05554903282545,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",2.96424902926174,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",3.37899905227445,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",3.1029671099975,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",3.2134000924417,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",2.55647532209396,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",2.03429476251202,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.05463247324794,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",1.50845307249921,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",1.4680114577292,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",1.44779467919614,
"CHE","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",1.4477946791962,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.01643647684255,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.10244276054838,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.444735189312833,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.25384590366533,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.20009413517183,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.89726417599191,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",4.81322838330595,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",5.29054506348992,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.72125135918702,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",8.00038959034824,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",8.58063131836165,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",8.31761217342494,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",7.05465890320915,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",5.60894095740366,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.82199033934771,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.12987841567927,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.06318548102382,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.8330649221165,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.62381982809983,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.47501253991384,
"USA","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.34992472195335,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.79180962143861,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",3.69969129661329,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.93237246252133,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",2.71434287820396,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.84717350696901,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.95044783186559,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.59091629007645,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.90335794732089,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.6179473118352,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",8.30279337507504,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",11.5176642247326,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",13.6631198223639,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",12.8175501648468,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",10.9762924565491,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",7.98292738938366,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.04030825200004,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",4.11166112600006,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.73615958142504,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.56668961775245,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.44870874300216,
"CHL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.38206685927272,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",4.14855831646758,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",4.83900589419217,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.8739595483873,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",2.11773449162086,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.222463397894422,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.0295412410702098,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.04883498026372,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",0.769999915246135,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",1.613088813819,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",1.11504600187279,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",2.05086760989502,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",2.5125096468857,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",2.42158019039857,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",2.72558214548067,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",2.05882250799781,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",2,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.00000000000002,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.00000000000005,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",1.99999999999996,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.00000000000008,
"CHN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.00000000000011,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",3.82257794767209,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",3.74559399019978,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",2.85856699824963,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.92566192994458,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.61364522889791,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.55466681569174,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.96121080477743,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.2951736582262,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",5.1536684793467,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",7.82657768272349,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",9.32481441406931,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",10.8246676554262,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",12.583390569434,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",11.7609041433233,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",10.4876979986344,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",8.92719075218751,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",7.07738401937502,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",5.82195792437498,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",5.04194349249994,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",4.47275069524995,
"COL","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",4.06022255824996,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.76849131549399,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.79435596604043,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.595126975044222,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.0148654048669583,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.512147994492081,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.632831336576816,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.477826982289,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",1.73551522976703,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.05474090802835,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",4.73277289794499,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",8.63491666290801,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",11.3238828410028,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",10.5821632287688,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",10.2445994409022,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",7.12001536294239,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.20773126560011,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",5.24939769382413,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",4.65892371069914,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",4.29749674179197,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",4.08098355163997,
"CRI","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.95737193221988,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",0.465217126559901,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",0.102764673557461,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-1.09020945728329,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",-0.69804553266749,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",-0.666086598674891,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",-0.0880480929571695,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",1.35129862634973,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",2.19080889189646,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",2.52539121542699,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",3.34686631513437,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",4.19520984697161,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",4.79351436570501,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",4.87530716787157,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",4.33924105330913,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.51529237271563,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",2.70784631751926,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",2.6357613977422,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.375014665568,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.21742337576172,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.11668595850338,
"ISR","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.01502774793722,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.69524447876672,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.91973487012383,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.941419908153978,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",1.23216625183481,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",1.15536170919483,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.92712402875606,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.35629876114746,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.08537432735598,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",5.58893226954181,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",7.49655075848452,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",9.21287257620055,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",9.89175532311853,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",9.67880874334458,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",8.14771621923881,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.68753294166197,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.89734462591357,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",5.57322513257745,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",5.31148361462547,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",5.16663655291704,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",5.12042592694401,
"OECD","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",5.05606821589043,
